CloudMonitor DEBUG 2016-12-20 12:56:28,243 [libvmi_monitor_server.py:583] ============[OK] server start up!=============
CloudMonitor DEBUG 2016-12-20 12:56:51,105 [libvmi_monitor_server.py:276] 2016-12-20 12:56:50 2f6fe0de-f9a0-40e2-8974-0fe64c080423 netscan
CloudMonitor DEBUG 2016-12-20 13:00:37,956 [libvmi_monitor_server.py:276] 2016-12-20 13:00:37 2f6fe0de-f9a0-40e2-8974-0fe64c080423 netscan
CloudMonitor DEBUG 2016-12-20 13:04:21,239 [libvmi_monitor_server.py:276] 2016-12-20 13:04:20 2f6fe0de-f9a0-40e2-8974-0fe64c080423 netscan
CloudMonitor DEBUG 2016-12-20 20:10:12,150 [libvmi_monitor_server.py:525] ============[OK] server start up!=============
CloudMonitor DEBUG 2016-12-20 20:10:42,659 [libvmi_monitor_server.py:175] 2016-12-20 20:10:42 95564078-645a-4dc8-82c0-c9c0f3372bb7 linux_netstat
CloudMonitor DEBUG 2016-12-20 20:10:50,147 [libvmi_monitor_server.py:218] 2016-12-20 20:10:49 2f6fe0de-f9a0-40e2-8974-0fe64c080423 netscan
CloudMonitor DEBUG 2016-12-20 20:15:01,566 [libvmi_monitor_server.py:81] 2016-12-20 20:15:00 95564078-645a-4dc8-82c0-c9c0f3372bb7 linux_lsof
CloudMonitor DEBUG 2016-12-20 20:15:35,537 [libvmi_monitor_server.py:175] 2016-12-20 20:15:35 95564078-645a-4dc8-82c0-c9c0f3372bb7 linux_netstat
CloudMonitor DEBUG 2016-12-20 20:15:40,503 [libvmi_monitor_server.py:218] 2016-12-20 20:15:40 2f6fe0de-f9a0-40e2-8974-0fe64c080423 netscan
CloudMonitor DEBUG 2016-12-20 20:15:41,594 [libvmi_monitor_server.py:81] 2016-12-20 20:15:40 95564078-645a-4dc8-82c0-c9c0f3372bb7 linux_lsof
CloudMonitor DEBUG 2016-12-20 21:04:26,670 [libvmi_monitor_server.py:532] ============[OK] server start up!=============
CloudMonitor DEBUG 2016-12-20 21:04:53,463 [libvmi_monitor_server.py:104] 2016-12-20 21:04:53 95564078-645a-4dc8-82c0-c9c0f3372bb7 linux_ifconfig
CloudMonitor DEBUG 2016-12-20 21:04:56,122 [libvmi_monitor_server.py:182] 2016-12-20 21:04:56 95564078-645a-4dc8-82c0-c9c0f3372bb7 linux_netstat
CloudMonitor DEBUG 2016-12-20 21:05:05,786 [libvmi_monitor_server.py:225] 2016-12-20 21:05:05 2f6fe0de-f9a0-40e2-8974-0fe64c080423 netscan
CloudMonitor DEBUG 2016-12-20 21:08:57,042 [libvmi_monitor_server.py:533] ============[OK] server start up!=============
CloudMonitor DEBUG 2016-12-20 21:09:24,648 [libvmi_monitor_server.py:105] 2016-12-20 21:09:24 95564078-645a-4dc8-82c0-c9c0f3372bb7 linux_ifconfig
CloudMonitor DEBUG 2016-12-20 21:09:24,934 [libvmi_monitor_server.py:144] 2016-12-20 21:09:24 95564078-645a-4dc8-82c0-c9c0f3372bb7 linux_arp
CloudMonitor DEBUG 2016-12-20 21:09:26,909 [libvmi_monitor_server.py:183] 2016-12-20 21:09:26 95564078-645a-4dc8-82c0-c9c0f3372bb7 linux_netstat
CloudMonitor DEBUG 2016-12-20 21:09:35,832 [libvmi_monitor_server.py:226] 2016-12-20 21:09:35 2f6fe0de-f9a0-40e2-8974-0fe64c080423 netscan
CloudMonitor DEBUG 2016-12-20 21:13:51,556 [libvmi_monitor_server.py:82] 2016-12-20 21:13:50 95564078-645a-4dc8-82c0-c9c0f3372bb7 linux_lsof
CloudMonitor DEBUG 2016-12-20 21:14:14,653 [libvmi_monitor_server.py:105] 2016-12-20 21:14:14 95564078-645a-4dc8-82c0-c9c0f3372bb7 linux_ifconfig
CloudMonitor DEBUG 2016-12-20 21:14:18,986 [libvmi_monitor_server.py:144] 2016-12-20 21:14:18 95564078-645a-4dc8-82c0-c9c0f3372bb7 linux_arp
CloudMonitor DEBUG 2016-12-20 21:14:21,171 [libvmi_monitor_server.py:183] 2016-12-20 21:14:21 95564078-645a-4dc8-82c0-c9c0f3372bb7 linux_netstat
CloudMonitor DEBUG 2016-12-20 21:14:27,429 [libvmi_monitor_server.py:226] 2016-12-20 21:14:26 2f6fe0de-f9a0-40e2-8974-0fe64c080423 netscan
CloudMonitor DEBUG 2016-12-20 21:14:27,946 [libvmi_monitor_server.py:82] 2016-12-20 21:14:26 95564078-645a-4dc8-82c0-c9c0f3372bb7 linux_lsof
CloudMonitor DEBUG 2016-12-21 18:12:08,327 [libvmi_monitor_server.py:534] ============[OK] server start up!=============
CloudMonitor DEBUG 2016-12-21 18:12:35,700 [libvmi_monitor_server.py:108] 2016-12-21 18:12:35 95564078-645a-4dc8-82c0-c9c0f3372bb7 linux_ifconfig
CloudMonitor DEBUG 2016-12-21 18:12:36,244 [libvmi_monitor_server.py:147] 2016-12-21 18:12:36 95564078-645a-4dc8-82c0-c9c0f3372bb7 linux_arp
CloudMonitor DEBUG 2016-12-21 18:12:37,741 [libvmi_monitor_server.py:186] 2016-12-21 18:12:37 95564078-645a-4dc8-82c0-c9c0f3372bb7 linux_netstat
CloudMonitor DEBUG 2016-12-21 18:12:46,119 [libvmi_monitor_server.py:229] 2016-12-21 18:12:45 2f6fe0de-f9a0-40e2-8974-0fe64c080423 netscan
CloudMonitor DEBUG 2016-12-21 18:17:00,859 [libvmi_monitor_server.py:85] 2016-12-21 18:17:00 95564078-645a-4dc8-82c0-c9c0f3372bb7 linux_lsof
CloudMonitor DEBUG 2016-12-21 18:27:51,994 [libvmi_monitor_server.py:534] ============[OK] server start up!=============
CloudMonitor DEBUG 2016-12-21 18:28:19,015 [libvmi_monitor_server.py:108] 2016-12-21 18:28:18 95564078-645a-4dc8-82c0-c9c0f3372bb7 linux_ifconfig
CloudMonitor DEBUG 2016-12-21 18:28:19,709 [libvmi_monitor_server.py:147] 2016-12-21 18:28:19 95564078-645a-4dc8-82c0-c9c0f3372bb7 linux_arp
